transfermarkt_id
541537
401923
68863
426849
335997
690624
783017
326329
85904
566930
805149
624698
656132
332530
921306
426280
361112
412943
1088311
690665
657957
541601
422760
715510
727480
577816
464454
265324
465326
241486
486043
1184614
177547
347268
692807
1141848
952768
574660
510782
202228
748795
461701
952771
639414
634972
645588
259953
1111843
320854
1073632
233129
139915
245078
706253
1073633
1305075
598629
41384
678035
1073625
370997
205657
1059483
742095
144244
848856
432175
282250
668529
258039
1314350
192565
857818
422950
91849
1042884
1042887
1084714
308552
1068117
186644
467720
1072751
116598
203412
248658
231650
607133
570597
482141
187105
93081
541134
1112524
314915
422932
565436
1111077
571149
686845
406609
400548
340459
782476
367992
875581
646739
918445
634427
604813
181375
1045344
250543
50219
1073654
559320
893661
236168
743381
1285176
981196
594227
743122
578680
699783
780136
623095
490884
499758
998205
659518
137576
632088
451677
742451
1159786
717329
708454
320440
196829
381469
264176
746973
893675
489929
288253
59145
1126894
374212
855731
997903
313094
257987
369554
365394
667965
601495
384461
987370
593519
595247
710886
775257
1233996
917911
134425
479649
589128
464598
59238
147027
688605
322655
705016
507488
1015823
359409
620312
353886
290032
952776
859396
569375
650350
659352
86792
806015
852024
819215
928323
1057820
945345
406973
195906
1223857
1138255
357117
360791
242637
325924
206386
282199
1047109
422466
311178
262523
436916
242273
182688
401394
258027
182581
1031590
46001
1305935
598791
593862
94307
491296
676318
905189
898021
1077461
330126
317806
615639
905184
162695
342973
956677
52723
341393
243770
712086
545409
830057
528178
1363885
570511
363425
216902
148810
874943
293944
443831
645423
414243
302215
340791
1123215
748908
398258
261020
933217
731431
206740
744063
383880
425916
648895
815359
73457
585985
1194052
537844
504072
650568
504087
54781
605396
1233701
519184
452607
611855
1134199
735573
671915
699592
223367
637792
623325
931415
670103
139396
303259
1000674
238055
162571
906748
568544
147558
786187
1350595
445610
569743
588095
361537
131728
1179041
144339
379870
670828
1073910
79507
200495
626899
623965
123261
824915
395800
314329
797100
992820
614800
992832
468192
368624
992823
104220
79573
817632
555058
504125
329519
408422
1052273
95790
218441
1110258
349856
423166
255469
646679
252767
396230
432852
766306
543529
815686
422380
834481
412537
973569
254955
1096637
503001
1099718
234811
329813
549006
974982
548193
504073
572675
290391
379249
314944
546186
461496
461943
524315
548028
617267
958937
426620
1138758
991800
666971
424784
532444
238223
51894
1193441
591361
204069
320141
889136
581329
388820
231572
353922
401356
613725
225083
465830
191614
1133732
296622
306462
382528
563749
671591
511401
283223
258626
986288
484838
16911
285283
439497
389253
662932
1144158
300716
373916
757272
513970
637446
388171
1208182
120977
496656
565435
504090
468264
143424
581109
700078
420931
329812
502239
539677
475949
853110
84992
452477
295330
883540
550829
215094
723005
586429
895334
701979
412669
548348
347900
702869
408574
987376
372267
900909
1095107
735701
593837
42460
397486
925862
627207
412932
167329
463527
565429
1193791
289640
428920
660746
450958
244221
1250976
1256870
502247
72736
592403
655021
715653
157396
945021
509463
486039
949337
888785
449444
684159
979410
659317
810285
186374
915421
948133
1075577
915418
822958
1072724
948537
404260
604320
804035
85791
1089004
671593
515650
462832
610405
804034
915896
581880
671114
953893
1041861
715956
847278
409517
1236853
1057525
323910
485584
234187
1137943
131310
255906
631222
528835
741258
240106
946957
920283
414956
502686
1107315
828467
351816
623825
227035
149829
665266
604327
458367
1134201
665275
927306
960057
618350
854382
500763
707530
59082
254968
203125
917120
119085
902987
750903
894668
1138260
803401
406008
196435
247555
254965
344576
507479
410787
654415
583058
1066142
250490
567217
294791
377387
1149925
480453
416359
669477
241457
278357
925584
46741
1019701
265033
298642
851551
367255
226097
1061568
372445
258018
205927
293185
959047
1197111
739477
119150
383654
972864
522714
391377
75458
372201
41653
1016314
405375
1069508
125314
706560
1026247
698742
1262146
667869
69646
256003
663424
667249
1150261
1044284
77259
1055216
1069511
1055212
1331431
1146607
349300
377665
295572
731771
603891
418559
927094
1016311
255440
358726
1109643
502558
953067
342129
230166
364938
912959
308439
394688
715508
542762
335298
201865
422355
1015245
1296237
644607
664809
542877
333012
1189915
600732
486604
396077
923667
1015401
371001
559327
252345
319213
339328
331560
701055
468309
1105532
559324
559333
182932
1111063
930571
748804
374326
1058399
1162160
129554
283196
228645
981693
242089
486605
189630
567738
544149
944827
534568
216278
129655
500054
1422277
343558
610608
1372515
1001305
401475
321204
941649
928023
147555
493758
292779
422281
396235
1238634
108416
405855
198614
446573
554389
88348
735364
1060083
487834
324351
536507
735354
257851
553663
701325
539252
185966
742803
1060252
178425
1077556
964426
654099
334557
386726
256977
919262
987366
203853
307058
1076179
357153
155396
198638
425918
491693
243028
921533
29241
478365
544784
877139
935480
756990
1152154
926993
182893
957653
699704
634461
1162012
324804
1004725
520662
991268
538874
1063292
72522
464373
586987
48870
1003546
1016309
1099668
372240
357003
706963
1162316
623772
520492
183321
665538
320411
941418
742518
747487
1171600
937680
925199
881116
490309
929090
652537
264423
499759
524590
393999
947524
973315
316202
1143612
686806
1109671
931426
384879
671499
396225
530527
889437
611049
217879
733579
521127
1013804
572240
826103
638990
569367
928038
652060
334803
734799
1129903
558473
101500
1305470
710671
165467
337715
258923
345886
692070
720518
948275
618809
505493
921345
142031
341110
448628
631002
638793
225020
76467
311044
193098
458777
184767
457422
741292
1109577
557146
628621
251877
635347
644900
539965
972730
767229
724969
611816
455348
540654
291039
238868
480955
251848
255995
577407
341570
1296876
997827
626954
979325
336077
435648
487969
817665
534033
655488
583255
388165
131996
394327
670717
381753
369962
606718
142310
567576
432164
434224
342046
95424
571743
71271
503883
247915
1058514
685484
46580
1067904
1091562
119296
884820
483046
232320
1079622
691892
540056
335209
504215
623773
787912
1084638
93844
1145064
188888
569033
445606
124410
507345
127189
58864
285845
1097139
1071596
1053208
344886
175639
825438
372712
74869
463613
1227106
127160
419067
787232
750878
297070
739769
203938
251322
745173
1088199
1237907
608172
318528
1131161
197929
535955
525299
1015822
396638
360518
1315458
428563
148252
345590
566615
780548
157507
433181
1118347
708635
932187
885226
666974
67556
914934
747720
1179142
198648
625206
984540
580978
892045
997474
919538
856068
452084
529223
932920
805054
645589
738479
1054839
386685
517811
377468
137648
1024285
162875
255679
357233
324503
163999
541288
946883
405564
286170
341049
544148
339337
361104
719383
929994
119234
410185
651269
391719
946045
581112
355816
598491
486054
1010577
257448
370791
514887
710004
1210422
502676
173504
203460
1322090
711999
985383
124419
629588
584769
623570
866655
937941
595809
711517
538971
1005240
1043646
679423
692187
129586
1070983
60603
1504890
59016
811778
935230
121483
242359
404418
351809
576028
742201
406040
125781
576024
238407
417913
286415
108390
404839
1055220
890290
401530
935245
86202
341264
291417
314353
138927
413112
369081
640428
319745
581678
861410
371998
412363
1057316
314678
342229
844637
250845
182904
616631
282411
424042
689505
775605
961297
889435
74229
548111
486031
99922
374139
86784
933908
191217
287579
336869
466801
907559
261503
357885
348795
85288
724520
461617
602105
961087
378139
459463
167721
127048
262396
834483
524000
591916
176553
255488
834485
61812
488626
289255
255501
300168
938729
625047
834491
1312698
126751
571020
834752
709187
338425
668183
255508
563137
340205
1054934
610622
625014
398131
707274
520840
338285
346289
298583
221322
623024
367466
170472
328480
342385
285323
834764
394236
375382
518644
355861
278837
617081
413262
573775
628366
735568
246291
962110
466794
480267
196948
636688
705395
411975
182712
636695
1018920
683840
326330
646740
636703
293385
411295
937958
792331
398184
38253
73517
766583
155025
439022
719999
538996
57500
660735
385105
1032280
676042
711625
569384
395234
74294
212723
263727
766723
500067
177847
639733
607034
687609
217115
40433
212862
625657
1018938
355628
238266
229804
366930
517842
661145
280730
711374
502722
378293
634431
372246
309110
907813
555143
616369
225122
1007378
405398
351478
660438
711382
94308
628487
561613
44058
102423
709372
819590
822331
705813
625651
243879
412045
506248
783396
408471
225593
647435
358032
628498
834744
93936
283170
618801
144128
452483
495625
627290
203043
501418
412829
937955
962125
909758
531404
549027
217144
398163
548188
912392
339816
706947
342048
277533
1064506
361254
198008
525438
284430
498237
286384
276111
326416
568158
929899
216870
349884
168157
395122
462070
603696
538006
15799
429790
1127730
593412
337284
620164
578419
743951
709380
128969
617059
1144700
861981
341263
255495
357884
583510
707230
293388
526050
568835
610083
625660
557057
1232057
668179
1063340
632741
1038950
628886
1063338
252677
562742
490606
27493
371371
277384
278296
947431
262939
320271
251876
388513
657430
142021
513031
335225
1063574
720038
1301775
706138
245744
1101641
256267
666547
834742
177452
303657
297194
541621
1076815
258987
636093
939374
638124
112515
358250
271455
331505
545647
626953
652331
617074
892221
892932
143812
1064471
764859
892929
960571
599231
905997
278359
72047
248738
118997
541555
555500
449796
658115
129674
590690
1065442
213670
710677
552425
1038512
634131
175449
935231
624942
213260
710679
298575
46413
712107
341713
466783
